"m_id","forename","surname","dob","dob_approx","dob_position","dod","age_y","STAT_spouse","STAT_sibling","STAT_parent","STAT_children","ETURL"
808,"John","Flynn","1864-00-00",1,NULL,"1912-04-15",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-flynn.html"
809,"Joseph","Foley","1893-02-25",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/joseph-foley.html"
810,"William","Foley","1891-12-25",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-foley.html"
811,"Choong","Foo","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/choong-foo.html"
812,"Arthur","Ford","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-ford.html"
813,"Margaret Ann Watson","Ford","1857-12-03",0,NULL,"1912-04-15",54,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/margaret-ann-watson-ford.html"
814,"Dollina Margaret","Ford","1891-06-13",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/dollina-margaret-ford.html"
815,"Edward Watson","Ford","1894-00-00",1,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-watson-ford.html"
816,"William Neal Thomas","Ford","1897-08-20",0,NULL,"1912-04-15",14,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/neal-thomas-ford.html"
817,"Robina Maggie","Ford","1904-04-25",0,NULL,"1912-04-15",7,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/robina-maggie-ford.html"
818,"Patrick","Fox","1883-07-15",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/patrick-fox.html"
819,"Charles Richard","Fardon","1866-00-00",1,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-franklin.html"
820,"Martin","Gallagher","1883-01-18",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/martin-gallagher.html"
821,"John","Garfirth","1889-10-24",0,"A","1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-garfirth.html"
822,"Sha'nīnah ","Abī Sa'b","1874-03-29",0,NULL,"1947-04-21",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/shawneene-george-joseph.html"
823,"Assāf Jirjis","Tu'mah al-Sayqalī","1883-00-00",1,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/assaf-gerios-thamah.html"
824,"Stenyu","Georgiev","0000-00-00",1,NULL,"1912-04-15",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/stanio-gheorgheff.html"
825,"Eliezer","Gilinski","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/eliezer-gilinski.html"
826,"Kate","Gilnagh","1894-10-30",0,NULL,"1971-03-01",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/katie-gilnagh.html"
827,"Mary Agatha","Glynn","1893-08-04",0,NULL,"1955-02-26",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-agatha-glynn.html"
828,"Frank John","Goldsmith","1879-01-27",0,NULL,"1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frank-goldsmith.html"
829,"Emily Alice","Goldsmith","1880-08-26",0,NULL,"1955-09-22",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/emily-goldsmith.html"
830,"Frank John William","Goldsmith","1902-12-19",0,NULL,"1982-01-27",9,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frankie-goldsmith.html"
831,"Nathan","Goldsmith","1871-00-00",1,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/nathan-goldsmith.html"
832,"Frederick Joseph","Goodwin","1870-02-01",0,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-joseph-goodwin.html"
833,"Augusta","Goodwin","1868-07-14",0,NULL,"1912-04-15",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/augusta-goodwin.html"
834,"Lillian Augusta","Goodwin","1896-03-12",0,NULL,"1912-04-15",16,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/lillian-amy-goodwin.html"
835,"Charles Edward","Goodwin","1897-05-22",0,NULL,"1912-04-15",14,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-edward-goodwin.html"
836,"William Frederick","Goodwin","1898-08-12",0,NULL,"1912-04-15",13,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-frederick-goodwin.html"
837,"Jessie Allis Mary","Goodwin","1900-03-16",0,NULL,"1912-04-15",12,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/jessie-allis-goodwin.html"
838,"Harold Victor","Goodwin","1901-07-29",1,NULL,"1912-04-15",10,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/harold-victor-goodwin.html"
839,"Sidney Leslie","Goodwin","1910-09-09",0,NULL,"1912-04-15",1,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/sidney-leslie-goodwin.html"
840,"George","Green","1871-00-00",1,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/george-green-passenger.html"
841,"Daniel Danielsen","Grønnestad","1879-08-08",0,NULL,"1912-04-15",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/daniel-danielsen-gronnestad.html"
842,"Charles Robert","Guest","1887-00-00",1,"A","1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/robert-guest.html"
843,"Karl Gideon","Gustafsson","1893-04-09",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/karl-gideon-gustafsson.html"
844,"Alfred Ossian","Gustafsson","1892-05-12",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alfred-ossian-gustafsson.html"
845,"Anders Vilhelm","Gustafsson","1875-04-05",0,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/anders-vilhelm-gustafsson.html"
846,"Johan Birger","Gustafsson","1883-06-15",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/johan-birger-gustafsson.html"
847,"Aloisia","Haas","1888-02-14",0,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/aloisia-haas.html"
848,"Ingvald Olai Olsen","Hagland","1884-02-08",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/ingvald-olai-olsen-hagland.html"
849,"Konrad Mathias Reiersen","Hagland","1892-06-17",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/konrad-hagland.html"
850,"Pekka Pietari","Hakkarainen","1884-01-01",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/pekka-pietari-hakkarainen.html"
851,"Elin Matilda","Hakkarainen","1888-03-20",0,NULL,"1957-01-02",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/elin-matilda-hakkarainen.html"
852,"Léon Jérome","Hampe","1892-09-17",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/leon-jerome-hampe.html"
853,"Hanna","Boulos","1894-00-00",1,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/boulos-hanna.html"
854,"Mansūr","Ḥannā Al-Hāj","1877-00-00",1,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/mansour-hanna.html"
855,"Mubārik Sulaymān Abī Āsī","Ḥannā","1885-04-10",0,NULL,"1952-02-02",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/borak-hannah.html"
856,"Claus Peter","Hansen","1871-01-13",0,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/claus-peter-hansen.html"
857,"Jennie Louise","Hansen","1866-12-20",0,NULL,"1952-12-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/jennie-louise-hansen.html"
858,"Henry Damsgaard","Hansen","1891-05-22",1,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-damsgaard-hansen.html"
859,"Jens Henrik Marius Juul","Hansen","1886-09-03",1,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henrik-juul-hansen.html"
860,"Kate ","Hargadon","1894-06-15",0,NULL,"1912-04-15",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/kate-hargadon.html"
861,"Alice Phoebe","Harknett","1890-10-15",0,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alice-phoebe-harknett.html"
862,"Henry","Hart","1883-00-00",1,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-hart.html"
863,"Husayn Mahmūd Husayn","Ibrāhīm","1901-00-00",1,NULL,"1912-04-15",11,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/houssein-abilmona.html"
864,"Honor","Healy","1879-04-09",0,NULL,"1919-03-11",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/hanora-nora-healy.html"
865,"Oskar Arvid","Hedman","1884-07-05",0,NULL,"1961-07-28",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/oskar-arvid-hedman.html"
866,"Ling","Hee","1888-00-00",1,NULL,"0000-00-00",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/ling-hee.html"
867,"Hanora ","Hegarty","1892-02-15",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/hanora-nora-hegarty.html"
868,"Laina Maria","Heikkinen","1896-01-25",0,NULL,"1943-09-09",16,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/laina-heikkinen.html"
869,"Wendla Maria","Heininen","1888-06-07",0,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/wendla-maria-heininen.html"
870,"Hilda Maria","Hellström","1889-12-07",0,NULL,"1962-03-16",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/hilda-maria-hellstrom.html"
871,"Ignjac","Hendeković","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/ignjac-hendekovic.html"
872,"Jenny Lovisa","Henriksson","1883-12-21",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/jenny-lovisa-henriksson.html"
873,"Bridget","Henry","1890-01-28",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/bridget-delia-henry.html"
874,"Helga Elisabeth Lindqvist","Hirvonen","1890-01-02",0,NULL,"1961-05-17",22,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/helga-hirvonen.html"
875,"Hildur Elisabeth","Hirvonen","1910-02-15",0,NULL,"1956-04-12",2,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/hildur-hirvonen.html"
876,"John Fredrik Alexander","Holm","1869-02-20",0,NULL,"1912-04-15",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-fredrik-alexander-holm.html"
877,"Johan Martin","Holten","1894-04-01",0,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/johan-martin-holthen.html"
878,"Eliina","Honkanen","1884-00-00",1,NULL,"0000-00-00",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/eliina-honkanen.html"
879,"John","Horgan","1890-00-00",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-nee-landers-horgan.html"
916,"Nils Hilding","Jönsson","1885-02-05",0,NULL,"1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/nils-hilding-jonsson.html"
917,"Joseph","Elias","1873-00-00",1,NULL,"1912-04-15",39,NULL,NULL,NULL,2,"https://www.encyclopedia-titanica.org/titanic-victim/elias-joseph-shahin.html"
918,"Katriina","Jussila","1892-00-00",1,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/katriina-jussila.html"
919,"Mari Aina","Jussila","1891-00-00",1,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/mari-aina-jussila.html"
920,"Eiriik","Jussila","1880-04-02",0,NULL,"1944-01-05",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/eiriik-jussila.html"
921,"Nikolai Erland","Kallio","1894-12-18",0,NULL,"1912-04-15",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/nikolai-erland-kallio.html"
922,"Johannes Halvorsen","Kalvik","1890-12-02",0,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/johannes-kalvik.html"
923,"Milan","Karajić","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/milan-karajic.html"
924,"Einar Gervasius","Karlsson","1890-06-19",0,NULL,"1958-04-12",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/einar-gervasius-karlsson.html"
925,"Julius Konrad Eugen","Karlsson","1878-09-29",0,NULL,"1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/julius-konrad-eugen-karlsson.html"
926,"Nils August","Karlsson","1889-08-19",0,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/nils-august-karlsson.html"
927,"Franz","Karun","1872-12-02",0,NULL,"1934-07-07",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/franz-karun.html"
1352,"William Henry","Lyons","1886-09-04",0,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-henry-lyons.html"
1353,"David","Matherson","1879-00-00",1,NULL,"1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/david-matherson.html"
1354,"Montague Vincent","Mathias","1883-00-00",1,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/montague-vincent-mathias.html"
1355,"John","Maxwell","1882-10-14",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-maxwell.html"
1356,"William","McCarthy","1863-09-07",1,NULL,"1932-01-14",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-mccarthy.html"
1357,"George Francis 'Paddy'","McGough","1875-07-04",0,NULL,"1940-05-06",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/george-francis-mcgough.html"
1358,"James Paul","Moody","1887-08-21",0,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-paul-moody.html"
1359,"George Alfred","Moore","1880-01-26",0,NULL,"1943-03-19",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/george-alfred-moore.html"
1360,"William McMaster","Murdoch","1873-02-28",0,NULL,"1912-04-15",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-mcmaster-murdoch.html"
1361,"Albert William Stanley","Nichols","1864-07-16",0,NULL,"1912-04-15",47,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alfred-nichols.html"
1362,"Alfred John","Olliver","1884-06-02",0,NULL,"1934-06-18",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alfred-olliver.html"
1924,"Humphrey","Humphreys","1880-00-00",1,"A","1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/humphrey-humphreys.html"
1925,"James","Hutchinson","1881-00-00",1,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-hutchinson.html"
1926,"Leo James","Hyland","1893-03-06",0,NULL,"1974-06-14",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/leo-james-hyland.html"
1927,"Harry John","Ide","1880-05-17",0,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/harry-john-ide.html"
1928,"Henry","Ingrouille","1890-12-00",1,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-ingrouille.html"
1929,"William Ernest","Ings","1892-03-17",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-ernest-ings.html"
1930,"Cecil","Jackson","1890-00-00",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/cecil-jackson.html"
1931,"Henri Marie","Jaillet","1873-10-26",0,NULL,"1912-04-15",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henri-marie-jaillet.html"
1932,"William Frank","Janaway","1877-00-00",1,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-frank-janaway.html"
1933,"Claude Marie","Janin","1882-10-09",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/claude-marie-janin.html"
1934,"William Alfred","Jeffery","1884-01-17",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-alfred-jeffery.html"
1935,"Thomas Henry (Harry)","Jenner","1856-08-19",0,NULL,"1912-04-15",55,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/harry-jenner.html"
1936,"Charles Valdemar","Jensen","1887-12-27",0,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-valdemar-jensen.html"
1937,"Violet Constance","Jessop","1887-10-01",0,NULL,"1971-05-05",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/violet-constance-jessop.html"
1938,"Harry","Thorn","1886-12-15",0,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/harry-johnson-thorne.html"
1939,"James","Johnstone","1859-10-31",1,NULL,"1943-12-16",52,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/james-johnston.html"
1940,"Albert Hugh Brabner","Jones","1894-08-08",0,NULL,"1912-04-15",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/albert-jones.html"
1941,"Arthur Ernest","Jones","1874-09-07",0,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-ernest-jones.html"
1942,"Harry Owen Glendower","Jones","1875-10-18",1,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/h-jones.html"
1943,"Victor Reginald","Jones","1891-00-00",1,"A","1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/reginald-jones.html"
1944,"Georges Jules","Jouannault","1887-08-01",0,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/georges-jules-jouannault.html"
1945,"Charles John","Joughin","1878-08-03",0,NULL,"1956-12-09",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/charles-john-joughin.html"
1946,"Percy Edward","Keen","1881-08-09",0,NULL,"1954-11-02",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/percy-edward-keen.html"
1947,"Thomas","Kelland","1892-09-20",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-kelland.html"
1948,"Charles","Kennell","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-kennell.html"
1949,"William Thomas","Kerley","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-kerley.html"
1950,"Henry","Ketchley","1876-04-12",0,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-ketchley.html"
1951,"James William","Kieran","1877-00-00",1,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-william-kieran.html"
1952,"Edgar Michael","Kieran","1878-01-28",0,NULL,"1912-04-15",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/michael-kieran.html"
1953,"Alfred John Moffett","King","1893-12-03",0,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alfred-king.html"
2183,"Edenser Edward","Wheelton","1884-03-31",0,NULL,"1949-05-01",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/edneser-ernest-edward-wheelton.html"
2184,"Arthur","White","1875-03-11",0,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-white.html"
2185,"Edward Joseph","White","1884-12-15",0,NULL,"1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-joseph-white.html"
2186,"Leonard Lisle Oliver","White","1880-00-00",1,NULL,"1912-04-15",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/leonard-lisle-oliver-white.html"
2187,"Thomas Arthur","Whiteley","1894-04-03",0,NULL,"1944-10-11",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/thomas-whiteley.html"
2188,"Augustus Henry","Weikman","1860-02-17",0,NULL,"1924-11-07",52,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/augustus-henry-weikman.html"
2189,"Alfred Henry","Whitford","1872-12-09",0,NULL,"1912-04-15",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alfred-henry-whitford.html"
2190,"Isaac George","Widgery","1875-03-21",0,NULL,"1942-08-21",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/james-george-widgery.html"
2191,"Arthur John","Williams","1870-00-00",1,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-williams.html"
2192,"Walter John","Williams","1883-07-27",0,NULL,"1971-02-11",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/walter-john-williams.html"
2193,"James Bertram","Williamson","1876-11-28",0,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-bertram-williamson.html"
2194,"William","Willis","1853-00-00",1,NULL,"1912-04-15",59,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-willis.html"
2195,"William Aubrey","Willsher","1878-00-00",1,"A","1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-audrey-willsher.html"
2196,"Alfred Edgar","Windebank","1873-07-18",0,NULL,"1961-02-03",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alfred-edgar-windebank.html"
2197,"Rowland","Winser","1876-00-00",1,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/rowland-winser.html"
928,"Manca","Karun","1907-00-00",1,NULL,"1971-09-17",5,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/manca-karun.html"
929,"Farīd Husayn Qāsim","Al-Munà","1893-00-00",1,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/fared-kassem-houssein.html"
930,"Vasilios G.","Katavelos","1893-00-00",1,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/vasilios-katavelos.html"
931,"Andrew ","Keane","1889-02-07",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/andrew-andy-keane.html"
932,"Arthur","O'Keefe","1867-09-30",0,NULL,"1912-04-15",44,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-keefe.html"
933,"James","Kelly","1892-07-06",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-kelly.html"
934,"James","Kelly","1868-00-00",1,NULL,"1912-04-15",44,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-kelly-2.html"
935,"Anna Katherine","Kelly","1892-02-04",0,NULL,"1969-12-28",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/anna-katherine-kelly.html"
936,"Mary","Kelly","1890-03-09",0,NULL,"1950-12-27",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-kelly.html"
937,"John","Kennedy","1887-11-06",0,NULL,"1918-06-09",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/john-kennedy.html"
