survived,age,gender,joined,nationality,class,title,spouse,sibling,parent,children
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,58,Male,Southampton,English,3rd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,23,Male,Southampton,English,crew,Mr,0,0,0,0
1,20,Male,Southampton,English,crew,Mr,0,0,0,0
0,58,Male,Southampton,American,1st,Mr,0,0,0,0
1,43,Male,Belfast,English,crew,Mr,0,0,0,0
0,20,Male,Southampton,American,3rd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,16,Female,Southampton,American,3rd,Miss,0,0,0,0
0,43,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,21,Male,Southampton,English,crew,Mr,0,0,0,0
0,39,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,70,Male,Southampton,American,1st,other,0,0,0,1
1,39,Female,Southampton,American,1st,Miss,0,0,2,0
1,64,Female,Southampton,American,1st,Mrs,0,0,0,1
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,other,0,0,0,0
1,26,Male,Southampton,English,crew,Mr,0,0,0,0
0,35,Male,Belfast,English,crew,Mr,0,0,0,0
1,49,Male,Belfast,English,crew,Mr,0,0,0,0
0,39,Male,Cherbourg,American,1st,Mr,1,0,0,0
1,35,Female,Cherbourg,American,1st,Mrs,1,0,0,0
0,21,Male,Belfast,Irish,crew,Mr,0,0,0,0
1,38,Male,Belfast,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,26,Male,Southampton,English,crew,Mr,0,0,0,0
1,45,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,22,Female,Southampton,Swedish,3rd,Miss,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,33,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,29,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,51,Male,Southampton,English,1st,Mr,0,0,0,0
0,0.8,Male,Southampton,Swedish,3rd,other,0,0,2,0
0,34,Male,Southampton,American,3rd,Mr,1,0,0,1
0,28,Female,Southampton,Other,3rd,Mrs,1,1,0,1
1,27,Male,Southampton,American,1st,Mr,0,0,0,0
1,36,Female,Southampton,English,1st,Miss,0,0,0,0
1,18,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,31,Male,Cherbourg,Other,1st,Mr,0,0,0,0
1,27,Female,Cherbourg,Other,1st,Mrs,0,0,0,0
1,8,Male,Southampton,English,2nd,other,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,1,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,32,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,1,0,0
0,17,Male,Southampton,English,3rd,Mr,0,2,0,0
0,NA,Male,Belfast,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,48,Female,Southampton,English,2nd,Mrs,0,0,0,0
1,28,Female,Southampton,English,2nd,Miss,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,1,0,0
0,39,Male,Southampton,English,crew,Mr,0,1,0,0
0,32,Male,Southampton,English,3rd,Mr,0,0,0,0
1,34,Female,Southampton,English,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,other,0,0,0,0
1,36,Male,Southampton,Other,3rd,Mr,1,0,0,0
1,36,Female,Southampton,Other,3rd,Mrs,1,0,0,0
1,30,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,16,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,17,Male,Southampton,English,2nd,Mr,0,0,0,0
1,1,Male,Southampton,English,3rd,other,0,1,2,0
1,0.8,Female,Southampton,English,3rd,Miss,0,1,2,0
0,25,Male,Southampton,English,3rd,Mr,1,0,0,2
0,19,Male,Southampton,English,crew,Mr,0,0,0,0
1,32,Female,Southampton,English,3rd,Mrs,1,0,0,2
0,18,Male,Southampton,Other,crew,Mr,0,0,0,0
0,34,Male,Belfast,English,crew,Mr,0,0,0,0
0,29,Male,Cherbourg,Other,2nd,Mr,0,0,0,0
1,24,Female,Cherbourg,Other,2nd,Mrs,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,25,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,22,Male,Southampton,English,3rd,Mr,0,1,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,1,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,20,Male,Southampton,Other,crew,Mr,0,0,0,0
1,20,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,27,Male,Southampton,English,crew,Mr,0,0,0,0
0,18,Male,Southampton,English,2nd,Mr,0,0,0,0
1,31,Male,Southampton,Other,1st,Mr,0,0,0,0
1,17,Female,Southampton,Other,1st,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,33,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,49,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,44,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
1,52,Male,Southampton,American,1st,other,1,0,0,1
1,4,Male,Southampton,American,1st,other,0,0,2,0
1,38,Female,Southampton,American,1st,Mrs,1,0,0,1
1,22,Male,Southampton,English,crew,Mr,0,1,0,0
0,22,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,18,Female,Southampton,English,2nd,Miss,0,0,0,0
1,34,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,17,Male,Southampton,Other,crew,other,0,0,0,0
0,31,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,21,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,37,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,22,Male,Southampton,English,crew,Mr,0,0,0,0
1,18,Male,Southampton,English,3rd,Mr,0,0,0,0
0,20,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,50,Male,Cherbourg,American,1st,Mr,1,0,0,0
1,48,Female,Cherbourg,American,1st,Mrs,1,0,0,0
1,27,Female,Cherbourg,Other,1st,Mrs,0,0,0,0
0,55,Male,Southampton,English,2nd,Mr,0,0,0,0
1,31,Female,Southampton,American,3rd,Miss,0,0,0,0
0,NA,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,NA,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
1,8,Male,Southampton,American,2nd,other,0,0,0,0
0,42,Male,Southampton,English,2nd,Mr,0,0,0,0
1,34,Female,Southampton,American,2nd,Mrs,0,0,0,0
1,27,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,24,Female,Southampton,Other,3rd,Miss,0,0,0,0
1,48,Female,Cherbourg,English,1st,other,1,0,0,0
1,49,Male,Cherbourg,English,1st,other,1,0,0,0
0,36,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,39,Male,Cherbourg,American,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,24,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,NA,Female,Cherbourg,Other,2nd,other,0,1,0,0
1,NA,Female,Cherbourg,Other,2nd,other,0,1,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,24,Male,Belfast,English,crew,Mr,0,0,0,0
0,33,Male,Southampton,English,crew,Mr,0,0,0,0
0,23,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,22,Female,Southampton,American,3rd,Mrs,0,0,0,0
1,36,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,23,Female,Cherbourg,American,1st,Mrs,0,0,1,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,23,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,18,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,American,2nd,Mr,0,0,0,0
0,16,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,45,Male,Southampton,Swedish,3rd,Mr,0,0,1,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,1,1,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,2
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,1,1,0
0,23,Male,Southampton,English,crew,Mr,0,0,0,0
1,28,Male,Southampton,English,crew,Mr,0,0,0,0
0,48,Male,Southampton,English,3rd,Mr,0,0,0,0
1,6,Female,Southampton,American,3rd,Miss,0,0,0,0
0,21,Male,Southampton,Swedish,2nd,Mr,0,0,0,0
1,39,Female,Cherbourg,American,1st,Miss,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,18,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,37,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,43,Male,Belfast,English,crew,Mr,0,0,0,0
1,54,Female,Cherbourg,American,1st,Miss,0,1,0,0
0,36,Female,Cherbourg,American,1st,Miss,0,0,0,0
1,25,Male,Southampton,English,crew,Mr,0,0,0,0
1,27,Male,Southampton,English,crew,Mr,0,0,0,0
0,27,Male,Belfast,English,crew,Mr,0,0,0,0
0,33,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
0,18,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,1st,Mr,0,0,0,0
1,37,Male,Belfast,English,crew,Mr,0,0,0,0
0,31,Male,Southampton,English,2nd,Mr,0,0,0,0
0,30,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,other,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,41,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,18,Male,Southampton,English,crew,Mr,0,0,0,0
1,41,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,23,Male,Southampton,Other,crew,other,0,0,0,0
0,18,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
1,21,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,24,Male,Belfast,English,crew,Mr,0,0,0,0
1,48,Female,Cherbourg,Other,1st,Mrs,0,0,0,0
0,22,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,42,Female,Cherbourg,American,1st,Miss,0,0,0,0
0,25,Male,Belfast,English,crew,Mr,0,0,0,0
0,28,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,36,Male,Southampton,Other,1st,Mr,0,0,0,0
1,46,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,19,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,21,Male,Southampton,Other,crew,Mr,0,0,0,0
0,20,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,20,Female,Southampton,English,3rd,Miss,0,0,0,0
0,7,Female,Southampton,English,3rd,Miss,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,33,Male,Southampton,English,crew,Mr,0,0,0,0
0,14,Male,Southampton,English,3rd,Mr,0,0,0,0
0,54,Female,Southampton,Other,3rd,Mrs,0,1,0,0
0,NA,Male,Southampton,American,1st,Mr,0,0,0,0
1,24,Female,Southampton,Other,1st,Miss,0,3,2,0
1,28,Female,Southampton,Other,1st,Miss,0,3,2,0
1,23,Female,Southampton,Other,1st,Miss,0,3,2,0
0,19,Male,Southampton,Other,1st,Mr,0,3,2,0
0,64,Male,Southampton,Other,1st,Mr,1,0,0,4
1,60,Female,Southampton,Other,1st,Mrs,1,0,0,4
1,27,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,28,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,38,Male,Southampton,American,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,31,Female,Cherbourg,English,1st,Miss,0,0,0,0
0,28,Male,Southampton,English,crew,Mr,0,0,0,0
0,37,Male,Southampton,English,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,Other,crew,Mr,0,0,0,0
1,49,Male,Southampton,American,1st,other,1,0,0,0
1,43,Male,Cherbourg,American,1st,Mr,0,0,0,0
1,42,Female,Southampton,American,1st,Mrs,1,0,0,0
1,21,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,38,Male,Belfast,English,crew,Mr,0,0,0,0
0,39,Male,Southampton,English,1st,Mr,0,0,0,0
1,29,Male,Southampton,English,crew,Mr,0,0,0,0
1,22,Female,Cherbourg,Other,1st,Miss,0,0,2,0
1,60,Male,Cherbourg,Other,1st,Mr,1,0,0,1
1,48,Female,Cherbourg,Other,1st,Mrs,1,0,0,1
0,38,Female,Southampton,American,2nd,Miss,0,0,0,0
0,37,Male,Southampton,American,1st,Mr,0,0,0,0
1,35,Female,Southampton,American,1st,Mrs,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,37,Male,Southampton,English,2nd,Mr,0,0,0,0
0,33,Male,Southampton,English,2nd,Mr,0,0,0,0
0,29,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,21,Male,Southampton,English,3rd,Mr,0,0,0,0
1,39,Female,Southampton,English,2nd,Miss,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,37,Male,Southampton,Other,crew,other,0,0,0,0
0,26,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,47,Male,Southampton,English,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
1,36,Male,Southampton,English,crew,Mr,0,0,0,0
1,22,Female,Cherbourg,American,1st,Miss,0,0,0,0
1,45,Female,Cherbourg,American,1st,Mrs,0,0,0,0
1,NA,Female,Southampton,Other,1st,Miss,0,0,0,0
0,23,Male,Cherbourg,Other,1st,Mr,0,0,0,0
0,31,Male,Southampton,Other,crew,other,0,0,0,0
0,46,Male,Southampton,English,2nd,Mr,0,0,0,0
0,18,Male,Southampton,English,2nd,Mr,0,1,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,1,0,0
0,32,Male,Southampton,English,crew,Mr,0,0,0,0
0,24,Male,Southampton,English,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,38,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,31,Male,Southampton,Irish,2nd,Mr,0,0,0,0
1,17,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,NA,Male,Southampton,Other,2nd,Mr,0,0,0,0
1,18,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,38,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,45,Female,Southampton,English,crew,Mrs,0,0,0,0
1,47,Male,Cherbourg,American,1st,Mr,0,0,0,0
1,NA,Female,Cherbourg,Other,1st,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,71,Male,Cherbourg,American,1st,Mr,0,0,0,0
1,9,Male,Southampton,English,3rd,other,0,0,0,0
0,33,Male,Southampton,English,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,31,Female,Southampton,English,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,3rd,other,0,0,0,0
0,1,Male,Southampton,English,3rd,other,0,0,0,0
0,13,Male,Southampton,English,3rd,other,0,0,0,0
0,12,Female,Southampton,English,3rd,Miss,0,0,0,0
0,16,Female,Southampton,English,3rd,Miss,0,0,0,0
0,14,Male,Southampton,English,3rd,Mr,0,0,0,0
0,42,Male,Southampton,English,3rd,Mr,0,0,0,0
0,43,Female,Southampton,English,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,40,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,53,Male,Southampton,American,1st,other,0,0,0,0
0,22,Male,Southampton,English,crew,Mr,0,0,0,0
1,19,Female,Southampton,American,1st,Miss,0,0,0,0
0,38,Male,Southampton,Other,1st,Mr,0,0,0,0
1,28,Male,Belfast,Irish,crew,Mr,0,0,0,0
1,NA,Female,Southampton,American,1st,Mrs,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,2nd,Mr,0,0,0,0
1,23,Male,Cherbourg,American,1st,Mr,0,0,0,0
1,45,Female,Cherbourg,American,1st,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,45,Female,Southampton,English,crew,Miss,0,0,0,0
0,24,Male,Southampton,Other,crew,Mr,0,0,0,0
0,32,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,22,Male,Southampton,English,3rd,Mr,0,0,0,0
0,46,Male,Cherbourg,American,1st,Mr,0,0,0,0
0,24,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,19,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
0,37,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
0,28,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
0,19,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
1,29,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,American,crew,Mr,0,0,0,0
0,24,Female,Southampton,Other,3rd,Miss,0,0,0,0
1,35,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,28,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,19,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,31,Male,Belfast,English,crew,Mr,0,0,0,0
0,28,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
1,24,Female,Southampton,Finnish,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
1,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,40,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,25,Male,Belfast,English,crew,Mr,0,0,0,0
0,19,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,41,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,45,Female,Southampton,American,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,American,2nd,Mr,0,0,0,0
1,25,Male,Cherbourg,American,1st,Mr,1,0,0,0
1,39,Male,Southampton,English,crew,Mr,0,0,0,0
1,21,Female,Cherbourg,American,1st,Mrs,1,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,40,Male,Belfast,English,crew,Mr,0,0,0,0
0,17,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,21,Female,Southampton,English,3rd,Miss,0,0,0,0
1,6,Female,Southampton,Other,2nd,Miss,0,0,0,0
1,48,Male,Cherbourg,American,1st,Mr,0,0,0,0
1,49,Female,Cherbourg,American,1st,Mrs,0,0,0,0
0,39,Male,Southampton,Other,2nd,other,0,0,0,0
0,NA,Male,Southampton,English,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,1,0,0
0,NA,Male,Southampton,English,crew,Mr,0,1,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,62,Male,Southampton,English,2nd,Mr,0,0,0,0
0,45,Male,Southampton,American,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
1,35,Female,Southampton,American,1st,Mrs,0,0,0,0
1,40,Male,Southampton,English,crew,Mr,0,0,0,0
0,38,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,1st,Mr,0,0,0,0
1,7,Female,Southampton,English,2nd,Miss,0,0,0,0
0,47,Male,Southampton,English,2nd,Mr,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,31,Male,Southampton,English,crew,Mr,0,0,0,0
1,48,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,33,Male,Southampton,English,crew,Mr,0,0,0,0
1,21,Male,Southampton,English,crew,Mr,0,0,0,0
0,34,Male,Belfast,Irish,crew,Mr,0,0,0,0
1,NA,Male,Cherbourg,Other,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,1,0,0
0,NA,Male,Southampton,English,crew,Mr,0,1,0,0
1,45,Male,Southampton,English,1st,Mr,0,0,0,0
1,24,Female,Cherbourg,American,1st,Miss,0,0,0,0
0,55,Male,Southampton,American,1st,Mr,0,0,0,0
1,52,Female,Southampton,American,1st,Mrs,0,0,0,0
0,44,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,42,Male,Southampton,English,1st,Mr,0,0,0,0
1,33,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,22,Male,Southampton,English,crew,Mr,0,0,0,0
1,27,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,20,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,16,Female,Southampton,Finnish,3rd,Miss,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,23,Female,Southampton,Finnish,3rd,Miss,0,0,0,0
1,22,Female,Southampton,Swedish,3rd,Miss,0,0,0,0
1,43,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,28,Male,Southampton,English,crew,Mr,0,0,0,0
0,39,Male,Belfast,English,crew,Mr,0,0,0,0
0,28,Female,Southampton,Swedish,3rd,Miss,0,0,0,0
0,NA,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,26,Male,Southampton,English,crew,Mr,0,0,0,0
1,24,Female,Southampton,English,2nd,Miss,0,0,0,0
1,24,Female,Southampton,English,2nd,Miss,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
1,NA,Female,Southampton,Other,2nd,Mrs,0,0,0,0
0,33,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,56,Female,Southampton,English,2nd,Mrs,0,0,0,0
1,29,Male,Southampton,English,crew,Mr,0,0,0,0
0,24,Male,Southampton,English,2nd,Mr,0,0,0,0
0,30,Male,Southampton,English,2nd,Mr,0,0,0,0
0,21,Male,Southampton,English,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,44,Male,Southampton,English,1st,Mr,0,0,0,0
0,NA,Female,Southampton,Finnish,2nd,Miss,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,30,Male,Southampton,English,crew,Mr,0,0,0,0
0,55,Male,Southampton,English,1st,Mr,0,0,0,0
1,17,Female,Cherbourg,American,1st,Miss,0,0,1,0
1,44,Female,Cherbourg,American,1st,Mrs,0,0,0,1
1,2,Female,Southampton,Finnish,3rd,Miss,0,0,0,0
1,22,Female,Southampton,Finnish,3rd,Mrs,0,1,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,20,Female,Southampton,English,2nd,Miss,0,1,0,0
0,23,Male,Southampton,English,2nd,Mr,0,1,0,0
0,36,Male,Southampton,English,2nd,Mr,0,0,0,0
1,54,Female,Southampton,English,2nd,Mrs,0,0,0,1
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,46,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,51,Female,Cherbourg,American,1st,Mrs,0,0,0,0
0,43,Male,Southampton,English,crew,Mr,0,0,0,0
1,29,Male,Belfast,English,crew,Mr,0,0,0,0
